"","CLNT_ID","SESS_ID","HITS_SEQ","PD_C","PD_ADD_NM","PD_BRA_NM","PD_BUY_AM","PD_BUY_CT"
"2115984",2880529,5587815,46,618519,"1개","퓨어덤","10,900","1"
"2116403",4375468,4714887,20,758976,"1개","아이피타임","11,000","1"
"2116671",1589004,1706159,21,595215,"사이즈:085 / 1개","나이키","79,200","1"
"2116697",2785798,5766778,67,175322,"상품코드:선택02. 807471-101|사이즈:230 / 1개","나이키","79,200","1"
"2116704",3056091,4354334,44,818044,"1개","쌤소나이트레드","79,200","1"
"2116865",2486411,1070437,30,64836,"색상:브라운|사이즈:235 / 1개","포멜카멜레(슈즈)","88,000","1"
"2116905",4001741,6964980,147,529438,"색상:선4)166(네이비)|사이즈:004(100) / 1개","라코스테(의류)","88,000","1"
"2116998",465147,7026915,14,295902,"색상:화이트|사이즈:235 / 1개","포멜카멜레(슈즈)","89,000","1"
"2117080",343243,2515165,24,517242,"색상:SLATE GREY|사이즈:FREE / 1개","세컨스킨","10,900","1"
"2117190",5257848,7619501,48,461942,"사이즈:[7부]헬로우퍼피 160호 (ⓑ7J20-160ⓒ) / 1개","미니케이","10,900","1"
"2117193",5298867,8387146,42,6579,"색상:블랙 / 1개","홈앤하우스","10,900","1"
"2117296",6169447,10839623,159,425390,"선택:화이트(WH)-95 / 1개","크리스크리스티","10,900","1"
"2117397",2852956,9176337,14,400876,"색상:선택07_그레이|사이즈:M / 1개","플루크","11,000","1"
"2117451",3227691,6947882,366,824815,"1개","미샤","11,000","1"
"2117937",4095656,3669256,111,686918,"1개","아이피타임","83,880","1"
"2117952",6182195,6832994,29,279166,"사이즈:255mm / 1개","아디다스(슈즈)","83,900","1"
"2117988",1471819,7711481,187,520102,"브래지어:75B|여성팬티:90|남성팬티:95 / 1개","섹시쿠키","84,000","1"
"2118277",4318429,3873373,31,772603,"1개","니베아","10,900","1"
"2118331",4732198,4539630,37,514057,"1개","AHC","10,900","1"
"2118541",2300516,4206643,161,205905,"사이즈:150 / 1개","레노마키즈","11,000","1"
"2118615",2711234,5430057,99,709435,"상품명:MQ-24-7BLDF / 1개","카시오","11,000","1"
"2118833",6431736,9224979,50,525206,"사이즈:095 / 1개","헤지스남성","80,700","1"
"2119117",1704262,6523478,22,443736,"색상:블루(BL)|사이즈:FREE / 1개","에고이스트","89,000","1"
"2119426",4359316,6122821,27,834552,"1개","오션글라스","10,900","1"
"2119486",4835285,4411320,325,1333,"1개","니베아","10,900","1"
"2119637",2144215,9113186,115,361891,"색상:화이트|사이즈:F / 1개","랩","11,000","1"
"2119638",2147261,9994822,141,737745,"1개","입생로랑","11,000","1"
"2119797",3410786,6803634,45,737745,"1개","입생로랑","11,000","1"
"2119968",2931303,1925406,20,160617,"2개","바비온","79,800","2"
"2119993",4239265,4804409,26,151291,"1개","나스","79,000","1"
"2120126",1482801,10676685,83,426421,"상의사이즈:100 / 1개","빈폴아웃도어","85,320","1"
"2120253",4082066,9023253,22,612206,"색상:카멜|사이즈:FREE / 1개","오조크","88,000","1"
"2120257",4227948,1558487,44,72274,"색상:블랙|사이즈:230 / 1개","포멜카멜레(슈즈)","88,000","1"
"2120439",1128388,3037929,29,4977,"타입/사이즈:C형 100 / 1개","판도라 바이 비비안","10,900","1"
"2120511",1722197,4959481,60,773612,"색상:셀프-블루1+1 / 2개","코지샵","10,900","2"
"2120572",2229039,10270528,28,733335,"상품타입:기라로쉬-SK0068-겨자 / 1개","기라로쉬(우양산)","10,900","1"
"2120616",122571,1355264,32,284330,"옵션:02 3N 흑갈색 2개 / 1개","미쟝센","10,900","1"
"2120680",5453501,7706067,83,840052,"2개","메디힐","11,000","2"
"2120776",2015219,4773377,31,361887,"색상:그레이(GY)|사이즈:F / 1개","랩","11,000","1"
"2121007",6234702,3551362,24,842310,"1개","바디엑스","80,910","1"
"2121155",1651448,3886263,23,210770,"1개","숨37˚","80,000","1"
"2121531",2472128,5501972,268,668136,"색상사이즈:WHITE / Medium [013] / 1개","포에버21","10,990","1"
"2121829",6174357,7083109,12,743566,"1개","스킨푸드","11,000","1"
"2121848",6352711,1187933,278,571985,"1개","VDL","11,000","1"
"2121872",6493176,5359978,106,827983,"1개","아발론오가닉","11,000","1"
"2121902",1014049,7458017,4,666727,"선택:테일러 화이트 다이아몬즈 러스트 미스트 / 1개","엘리자베스아덴","11,100","1"
"2121956",759804,1017844,37,692709,"색상:라벤더 / 1개","엘라고","11,120","1"
"2121963",1032224,6175220,29,692709,"색상:러블리 핑크 / 1개","엘라고","11,120","1"
"2121969",1291871,831917,22,692709,"색상:다크그레이 / 1개","엘라고","11,120","1"
"2122018",4375468,4714887,37,758976,"1개","아이피타임","11,000","1"
"2122245",2957705,1025160,407,40939,"색상:IV2|사이즈:90(M) / 1개","써스데이아일랜드","79,900","1"
"2122411",5745829,7823624,20,522471,"모델:DB1125|사이즈:275 / 1개","아디다스","83,400","1"
"2122473",1276359,3653199,33,535515,"1개","비오템","89,000","1"
"2122595",5520752,9038857,20,584328,"선택:블루 / 1개","쁘리엘르","10,900","1"
"2122825",6278410,1870556,80,776719,"선택:화이트 / 1개","필리앤임프스","10,900","1"
"2122828",6295087,1884751,23,680969,"선택:써니가든 / 1개","피죤","10,900","1"
"2122892",3750646,740504,48,655378,"1개","뉴트로지나","11,000","1"
"2122911",3911840,1681119,15,168542,"색상:발광브라운 / 1개","16브랜드","11,000","1"
"2123054",5186433,4009757,52,186440,"색상:선택01_GGN|사이즈:95 / 1개","탑텐","10,900","1"
"2123124",1454793,5974297,18,244484,"색상:블랙|사이즈:F / 1개","지지피엑스","11,000","1"
"2123158",6154669,2210022,74,84275,"리필:알래스카|케이스:블랙 / 1개","나스","80,000","1"
"2123273",6322732,4941861,47,791367,"1개","필립스(PHILIPS)","80,000","1"
"2123301",1074010,7932070,28,809320,"1개","SK매직","80,100","1"
"2123766",2026195,8920046,92,747079,"사이즈:달퐁스윙구름싱글쟈가드7부내의 80 / 1개","달퐁","10,900","1"
"2123926",3304641,7741138,16,566486,"선택:핑크 / 1개","쁘리엘르","10,900","1"
"2124009",3775183,1415191,69,39505,"1개","바보사랑","11,000","1"
"2124205",1692148,5839547,65,322229,"1개","마몽드","11,000","1"
"2124271",4659589,645849,22,21728,"선택:세트 / 2개","비오템","79,000","2"
"2124342",4918355,4053749,34,348349,"색상:오렌지(OR)|사이즈:95 / 1개","디스커버리","79,000","1"
"2124871",1046594,10324415,10,759214,"사이즈:22호 / 1개","나이키골프","10,900","1"
"2125009",1722740,9222948,66,657910,"2개","세이어스","10,930","2"
"2125367",2936073,4514673,142,1982,"1개","정관장","80,000","1"
"2125431",4523263,3541387,352,809598,"색상:선택|사이즈:단일상품 / 1개","브라이트바이트","80,000","1"
"2125453",4950659,7610737,71,629780,"상품명:Abundance Of Love Pink 비즈 791283EN40_♣ / 1개","판도라","80,000","1"
"2125494",5878490,1678856,25,278202,"1개","숨37˚","80,000","1"
"2125528",6540543,1270602,77,83500,"사이즈:핑크 / 1개","겐조","80,000","1"
"2125624",4629398,642044,94,61433,"상의사이즈:105 / 1개","시리즈","79,500","1"
"2125749",6330880,411963,220,12598,"색상:블랙(BK)|사이즈:55(M) / 1개","에고이스트","85,000","1"
"2126151",6164555,6157250,369,178730,"색상:아이보리|사이즈:FREE / 1개","커스텀에이블","10,800","1"
"2126203",4527132,7619762,43,425888,"색상:그레이|사이즈:F / 1개","랩","11,000","1"
"2126324",5451407,3006538,66,72592,"용량:60ml / 1개","바보사랑","11,000","1"
"2126438",478843,3987555,20,116342,"상의색상:SK|상의사이즈:105 / 1개","탑텐","11,000","1"
"2126470",703854,9113321,30,602613,"색상:핑크|사이즈:90 / 1개","에블린","11,000","1"
"2126556",1241705,7048453,20,693617,"1개","그린팬","81,600","1"
"2126600",526456,8011804,32,707357,"색상:WWM17Q04W2|사이즈:70 / 1개","와이드앵글","82,000","1"
"2126665",2024140,7767318,107,238864,"색상:베이지|사이즈:70E / 1개","비너스","82,000","1"
"2126793",5559193,7878794,22,401536,"색상:블루(BL) / 1개","스위트홈","89,000","1"
"2126836",5784453,7748689,28,339314,"색상:BU|사이즈:100 / 1개","닥스 키즈","89,000","1"
"2126853",5860889,76474,104,24460,"색상:퍼플|사이즈:M(90) / 1개","뉴발란스(우먼스)","89,000","1"
"2126887",6001459,9086032,31,333743,"색상:핑크(PK)|사이즈:S(55) / 1개","파슨스","89,000","1"
"2126898",6056092,839490,83,64087,"색상:2호 / 1개","조르지오 아르마니","89,000","1"
"2127066",1722740,9222948,66,658100,"1개","세이어스","10,930","1"
"2127068",2355594,5718182,41,657910,"5개","세이어스","10,930","5"
"2127229",1762144,9837209,65,395119,"색상:핑크|사이즈:90 / 1개","테이트","10,900","1"
"2127355",1740178,95410,31,95861,"1개","롯데시네마","11,000","1"
"2127393",6440635,7345829,82,277496,"색상:화이트|사이즈:F / 1개","레코브(여성의류)","11,000","1"
"2127494",890698,918253,22,692709,"색상:라벤더 / 1개","엘라고","11,120","1"
"2127517",1779490,2144594,20,692709,"색상:라벤더 / 1개","엘라고","11,120","1"
"2127532",2765862,328461,27,692709,"색상:라벤더 / 1개","엘라고","11,120","1"
"2127598",6234513,752846,33,692709,"색상:블랙 / 1개","엘라고","11,120","1"
"2127667",4360965,8212547,10,357862,"색상:살랑살랑 블루 / 1개","박홍근","79,900","1"
"2127708",6032313,3373126,64,321696,"단일상품:단일상품 / 1개","맥스클리닉","79,900","1"
"2127940",4713945,6120948,227,595130,"사이즈:235 / 1개","나이키","87,200","1"
"2128116",4835285,7136682,470,558722,"상품명:이솝 파슬리 씨드 안티 옥시던트 세럼 / 1개","이솝","85,000","1"
"2128130",5369970,6809602,113,382777,"색상:B1(연청)|사이즈:FREE / 1개","앳코너","85,000","1"
"2128165",5990084,6621483,19,242681,"색상:BLACK / 1개","루이까또즈","88,800","1"
"2128407",6478574,820039,36,332441,"필수선택:젖꼭지M(2개입) / 2개","더블하트","10,900","2"
"2128758",4545460,5988678,25,557808,"색상:LHS009INP (아이보리) / 1개","락앤락","79,800","1"
"2128790",538315,4727218,49,538057,"사이즈:265 / 1개","오니츠카타이거","79,900","1"
"2128829",2520839,9769920,12,407872,"단일상품:단일상품 / 1개","DERMA CLASSEN","79,900","1"
"2129312",478843,3987555,20,116342,"상의색상:GNV|상의사이즈:105 / 1개","탑텐","11,000","1"
"2129702",651296,4530321,77,115390,"색상:선택06_화이트|사이즈:95 / 1개","티비제이","11,000","1"
"2129703",651296,4621858,14,115390,"색상:선택06_화이트|사이즈:95 / 1개","티비제이","11,000","1"
"2129894",2931303,1821540,17,160617,"2개","바비온","79,800","2"
"2129924",5424028,212355,36,43016,"색상:딥블루_|사이즈:FREE / 1개","윈","79,800","1"
"2129950",345808,10783901,42,781823,"사이즈:275 / 1개","오니츠카타이거","79,900","1"
"2129976",1708962,3760220,49,97043,"단일상품:단일상품 / 1개","이지듀","79,900","1"
"2130220",4436775,3503089,95,696632,"색상:TFMQ2OZE11A0Y39|사이즈:02 / 1개","타미힐피거여성","88,500","1"
"2130281",5954047,227256,295,522561,"색상:분홍색|Size:110 / 1개","빈폴","88,800","1"
"2130352",366771,5652871,9,836558,"종류:01.마모스미니제습기800ml / 1개","마모스","89,000","1"
"2130388",2880529,6847551,82,744142,"색상:베이지(368)|사이즈:ML / 1개","아쯔기","10,900","1"
"2130409",3068539,10143625,165,579938,"상품:싸이즈|싸이즈:S(85) / 1개","헌트이너웨어","10,900","1"
"2130550",4125590,4993562,91,689401,"색상:블랙|브라:90B / 1개","고아라","10,900","1"
"2130884",5053686,10377654,13,772877,"1개","롭스","11,000","1"
"2131088",3423764,3731124,43,667092,"1개","신일","79,500","1"
"2131106",4629398,642044,29,61433,"상의사이즈:105 / 1개","시리즈","79,500","1"
"2131131",447149,4148782,340,188737,"색상:BLK(블랙)|사이즈:080 / 1개","엘르 수영복","79,600","1"
"2131214",3650403,5419210,14,209884,"size:6 / 1개","알도","88,000","1"
"2131230",4261911,6812792,71,504364,"색상:선1)001(화이트)|사이즈:003(95) / 1개","라코스테(의류)","88,000","1"
"2131322",4832751,7418031,42,228745,"1개","풍년","88,700","1"
"2131367",3712944,885211,13,548572,"색상:파란색|Size:110 / 1개","빈폴","88,800","1"
"2131432",2337196,6503622,54,297823,"색상:23호 / 1개","설화수","85,000","1"
"2131471",3464346,7754814,86,241767,"품번:K59-547|사이즈:250(UK6) / 1개","레어택(스포츠)","85,000","1"
"2131513",2689932,1139986,201,822772,"1개","라이온코리아","10,900","1"
"2131548",2880529,4622687,51,744142,"색상:베이지(368)|사이즈:ML / 1개","아쯔기","10,900","1"
"2131593",3309371,7470880,42,785118,"옵션선택:프레쉬라벤더향 / 1개","아이너바움","10,900","1"
"2131936",5550498,5112079,34,761223,"그로미미 PPSU젖병 200ml:골드브라운 / 2개","그로미미","11,000","2"
"2131944",5604641,1145122,26,772877,"1개","롭스","11,000","1"
"2131947",5616877,1186426,29,195191,"3개","VDL","11,000","3"
"2131971",5852997,7033839,214,365667,"색상:11_AJGWT036_BK|사이즈:F / 1개","랩","11,000","1"
"2132064",666581,7865118,17,551559,"색상:DARK GREY(192)|사이즈:270 / 1개","네파","79,600","1"
"2132212",1841055,2178334,46,53333,"단일상품:단일상품 / 1개","더마클라센","79,900","1"
"2132271",4361334,3050917,81,387346,"색상:네이비(N3)|사이즈:100 / 1개","라푸마브이아이피","79,900","1"
"2132273",4427014,9994430,51,616414,"제품선택:베이지 / 1개","까사미아까사온","79,900","1"
"2132300",5263545,5843804,106,538057,"사이즈:270 / 1개","오니츠카타이거","79,900","1"
"2132315",129265,4718283,34,219969,"1개","신일","88,900","1"
"2132411",1154129,2209883,43,64087,"색상:3호 / 1개","조르지오 아르마니","89,000","1"
"2132634",1674532,2141095,21,470408,"1개","글램디","10,900","1"
"2132743",2460463,3201100,84,184472,"색상:차콜 / 1개","타카타카","10,900","1"
"2132844",4930448,2935415,59,221288,"모델명:13.cbr1756 스킨|사이즈:75A / 1개","판도라 바이 비비안","10,900","1"
"2133104",4339244,2445220,37,108557,"색상:네이비|사이즈:F / 1개","비키","11,000","1"
"2133208",5568083,8648990,83,843854,"1개","샤넬","80,000","1"
"2133447",5724279,6348370,31,261380,"1개","폴스부띠끄(잡화)","89,400","1"
"2133572",5288199,10973981,129,546705,"색상:아이보리(IV)|사이즈:55(M) / 1개","에고이스트","88,800","1"
"2133631",5344026,3845047,19,829191,"색상:블루(STDR1000302) / 1개","씨게이트","88,770","1"
"2133664",3670533,10919607,14,646413,"색상:파란색|Size:095 / 1개","빈폴","88,800","1"
"2133709",4481691,6196601,21,809809,"1개","좋은느낌","10,900","1"
"2133795",5083140,10779253,159,670945,"사이즈:105 / 1개","트라이","10,900","1"
"2133814",5191635,258348,36,66253,"모델:로맨틱가든|사이즈:130(7~8세) / 1개","마밤 오가닉","10,900","1"
"2133949",3464214,10895964,62,568185,"상품색상:2선라인팬츠_골드|사이즈:15호 / 1개","키스포","10,900","1"
"2134106",5005760,2815533,106,305066,"사이즈:6M / 1개","갭 키즈","11,000","1"
"2134301",6038606,883987,194,24770,"COLOR:BLACK|SIZE:240 / 1개","저스트지니","79,000","1"
"2134450",959091,3634319,20,101222,"사이즈:260 / 1개","나이키","79,200","1"
"2134530",718816,4494221,110,678234,"색상:오렌지(OR)|사이즈:77(91) / 1개","벨리시앙","89,000","1"
"2134548",893658,8390612,23,581176,"사이즈:265 / 1개","클락스","89,000","1"
"2134605",3378474,6936937,11,229134,"색상:블루|사이즈:130 / 1개","프랜치캣","88,200","1"
"2134724",208065,1289748,169,710881,"색상:브라운 / 1개","패스트캠프","89,000","1"
"2134764",453021,9895368,71,380792,"색상:2호 / 3개","조르지오 아르마니","89,000","3"
"2134822",6227648,6697285,50,810348,"옵션:01 스무스 실키 샴푸 780ml 3개 / 1개","미쟝센","10,900","1"
"2135047",751448,5513114,97,212194,"SIZE:L (66-77) / 1개","리바디(스포츠)","11,000","1"
"2135120",5764443,1134202,58,732222,"1개","아토팜","11,000","1"
"2135256",567071,10063871,16,694359,"색상:BEV2WC1051BL|사이즈:95 / 1개","지오지아","11,100","1"
"2135299",6299501,3379028,39,90757,"모델:STD1705|사이즈:100 / 1개","라쉬반","10,900","1"
"2135362",4714092,8691735,64,574228,"단일상품:단일상품 / 1개","순수","79,800","1"
"2135432",2053931,6813668,13,237159,"사이즈:105 / 1개","발렌티노크리스티","79,900","1"
"2135468",3529349,3860567,118,151353,"1개","히라카와","79,900","1"
"2135515",5263545,5843804,61,538057,"사이즈:270 / 1개","오니츠카타이거","79,900","1"
"2135610",1146747,2081231,49,84275,"리필:핀란드|케이스:에르뎀 / 1개","나스","80,000","1"
"2135614",1197625,1047638,21,178496,"1개","제이에스티나","80,000","1"
"2135719",3204712,1787300,25,618174,"색상:어드밴스 1테라 화이트 / 1개","도시바","85,110","1"
"2135769",5149547,3869588,52,130044,"수영복선택:게임로얄_28|수모수경선택:수모블랙_수경스모크 / 1개","나이키수영복","85,600","1"
"2136064",2026195,8920046,38,808975,"품명:달퐁구름허니싱글쟈가드7부내의 80 / 1개","달퐁","10,900","1"
"2136148",2689932,1481468,19,689380,"1개","롯데칠성몰","10,900","1"
"2136196",6493176,5359978,57,827983,"1개","아발론오가닉","11,000","1"
"2136203",6526880,1328584,119,831784,"제품선택:리필 450ml (순)x3개 / 1개","라이온코리아","11,000","1"
"2136216",969685,10373310,51,806560,"색상:블루 / 1개","헬로도기","11,030","1"
"2136233",1014049,7458017,4,666727,"선택:브리트니 스피어스 히든 환타지 미스트 236ml / 1개","엘리자베스아덴","11,100","1"
