"","PD_C","PD_NM","CLAC1_NM","CLAC2_NM","CLAC3_NM"
"337693",698723,"남여공용 커플 슬립온 초경량성 벤 네이비 SCS7101VE21 - 네이비(7101VE21) / 270","스포츠패션","남성일반스포츠의류","남성스포츠티셔츠"
"337695",695480,"유니섹스 다이브 슬리퍼N172AFW050 - 화이트 / 280","패션잡화","여성화","여성슬립온"
"337719",687843,"롤업 스노클 블랙 (BWGAACA004BKON) - 블랙 / One Size","시즌스포츠","수영/물놀이","수영가방"
"337766",562579,"도노 라운드 티셔츠 KE15303 - WHITE(100) / 120","유아동의류","유아의류상의","영유아티셔츠/탑"
"337789",286887,"에어맥스 95 에센셜 749766-028 - 250","스포츠패션","남성스포츠화","남성런닝/트레이닝화"
"337895",464383,"2018년 레거시91 테크 스우시 캡 정품 볼캡 모자 892651 화이트[나이키]","문구/사무용품","일반문구/사무용품","기타일반문구/사무용품"
"337995",538285,"뷰티폴 커트러리 디저트라인 단품 3종택1(핑크골드) - 뷰티폴 디저트포크 핑크골드","식기/조리기구","그릇/식기","숟가락/젓가락"
"338104",408618,"[지오지아] 모혼방 정장 팬츠 ABV2SP1202DNV_H9K4 - ABV2SP1202DNV / 90 ◈69747107◈","남성의류","남성의류아우터","남성정장재킷"
"338115",232523,"Sunday Afternoons 선데이에프터눈즈 키즈 플레이 햇 - 아프리칸 바이올렛 / CHILD(2세~5세)","스포츠패션","스포츠잡화","스포츠모자"
"338129",350230,"남아  베기핏 해지데님 4부팬츠 (R1761Q281_36) - 140","유아동의류","남아의류하의","남아청바지"
"338130",348797,"NT7UJ10V 엣지 워터 반팔 라운드티 - MIN / 130","유아동의류","유아의류상의","영유아티셔츠/탑"
"338248",399013,"업타운홀릭 미들 슬릿 sk (2color) [미디스커트/컷팅스커트/하이웨스트/페미닌룩] - 블랙m","여성의류","여성의류하의","여성스커트"
"338275",474488,"[단독구성] 그린 릴리프 선쿠션(SPF43 PA+++) 12g + 리필 2개","출산/육아용품","유아스킨/바디케어","유아용화장품"
"338309",731831,"리츠 실버반지 / 925 Silver - JM264_13호","패션잡화","보석","반지"
"338325",739294,"스킨 디펜스 멀티 프로텍션 에센스 SPF50+ PA+++  대용량 60ML(75087)","화장품/뷰티케어","선케어","선크림류"
"338328",233501,"조던 키즈 DL 쇼트팬츠 반팔 상하세트 NNM11QST90 - 레드(RE) / 130(6-7세)","유아동의류","유아의류전신","영유아점프수트/오버롤"
"338359",660682,"[QR인증] 1512803 남성시계","패션잡화","시계","남성시계"
"338449",17359,"포르타런 2AC I [AH2627,AH2628] - AH2628(네이비) / 170","패션잡화","유아동화","유아동스니커즈"
"338459",509872,"플라워 미디 스커트 L171TSK356 - 네이비 / FREE","여성의류","여성의류하의","여성스커트"
"338470",5191,"원목 접이식 좌식 테이블 750","가구","주방가구","식탁"
"338489",845284,"인텐스 모이스처 크림 50ml 벚꽃 에디션(한정기획)","화장품/뷰티케어","스킨케어","크림/밤/오일"
"338508",783692,"3.6L 프리미엄 헬씨 에어프라이어 HNZ-AF250","생활/주방가전","주방가전","전기튀김기"
"338510",781829,"벨벳 립 글라이드 - 바운드","화장품/뷰티케어","메이크업","블러셔/쉐이딩/하이라이터"
"338514",807229,"도담이 100매 10팩 리필형 토톰한 아기 물티슈","출산/육아용품","유아위생용품","유아용물티슈"
"338523",722165,"ROCKFORD 캐리어 55 NAVY BG941104","패션잡화","여행용가방류","캐리어"
"338531",742757,"아쿠아 스모키 래쉬 (7ml)","화장품/뷰티케어","메이크업","마스카라"
"338537",747079,"달퐁스윙구름싱글쟈가드7부내의 - 달퐁스윙구름싱글쟈가드7부내의 90","속옷/양말/홈웨어","유아동속옷","유아동내의"
"338545",842962,"스프링청소기15M / 뚫어뻥/씽크대/변기막힘/하수구/씽크대/관통기/스프링청소기/하수구뚫는기계/변기뚫기/3","청소/세탁/욕실용품","욕실용품","욕실청소용품"
"338560",741808,"이븐 베터 메이크업 SPF15/PA++ (30ml) - 65 뉴트럴","화장품/뷰티케어","메이크업","BB/파운데이션/컴팩트류"
"338611",814560,"[연예인 립스틱]새틴 립 펜슬 (2.2g) - 비스케인파크","화장품/뷰티케어","메이크업","립스틱/립라이너"
"338710",577109,"2017년 F/W 아동 플리스 자켓 (CX4-WB6024) - 카키337_145M","스포츠패션","남성등산/아웃도어의류","남성등산점퍼/재킷"
"338738",661203,"[신제품]루즈 디올 더블 루즈 - 510 정글 베이지","화장품/뷰티케어","메이크업","블러셔/쉐이딩/하이라이터"
"338761",494529,"남성 에어로쉬 민소매런닝/땀흡수/등산/스포츠활동/기능성런닝 - 남에어로쉬런닝 105","속옷/양말/홈웨어","남성속옷","남성런닝셔츠"
"338772",808006,"숫자 워터 와우","완구","교육완구","미술/창작완구"
"338798",718874,"Gby고세 여성 샌들 튜러스 G048089(블랙/베이지)약6cm - 블랙 / 230","패션잡화","여성화","여성샌들"
"338807",790868,"문더스트 아이섀도우 파 아 포피에르 1.5g - 스페이스 카우보이","화장품/뷰티케어","메이크업","아이섀도우"
"338816",813346,"일루미네이터 - 수퍼 오르가즘","화장품/뷰티케어","메이크업","블러셔/쉐이딩/하이라이터"
"338855",793690,"인디언 퓨전 일자형 노리개젖꼭지(실리콘) 4개월 이상 - 화이트 다이노소어","출산/육아용품","수유/이유용품","젖병/젖꼭지"
"338926",826578,"애니펫 비타 칼슘 비스켓100g","원예/애완","애견용품","애견간식"
"338941",692330,"[지오다노][롯데 균일가찬스★]남성 크루넥/브이넥 솔리드 반팔티 묶음 택1 - 선택20) 028526-79 / XL","남성의류","남성의류상의","남성티셔츠"
"338974",677496,"스탠드형 에어써큘레이터 2단계 높이조절(PCF-AP7100AB/G) - 그레이","계절가전","냉방가전","선풍기"
"338979",350848,"[PT01] SLIM-BUSINESS x SFM (SATIN) COOL GRAY / PT81M30001A11 - GOOL GRAY / 50(34)","남성의류","남성의류하의","남성캐주얼바지"
"339023",353842,"여성 ICE MOVE COOL CELL (리뉴얼5차) 풀세트 브라팬티 14종+패드 AFYBSH11 - AFYBSH11 / 75A","속옷/양말/홈웨어","여성속옷","여성속옷세트"
"339056",822274,"라텍스밴드 1.5M 오렌지 0.3mm/초급용/스트레칭밴드/근력밴드/탄력밴드 - 라텍스밴드(150)오렌지","헬스/피트니스","피트니스","피트니스용품"
"339076",833359,"까사마미 블랙라벨 식기건조대 2단 실버 - 까사마미2단","주방잡화","주방정리용품/소모품","식기건조대/수저통"
"339090",834444,"락앤락 클로버 직장인도시락(HPL752C) - 다크그레이","식기/조리기구","밀폐/보관용기","도시락/찬합"
"339098",456926,"전판 플라워프린트 야상JP(EH2WZ363) - 카키 / 55","여성의류","여성의류아우터","여성점퍼"
"339126",329250,"남성 그루브 팬츠 NFP6NI03 - 그레이쉬베이지 / 100","스포츠패션","남성등산/아웃도어의류","남성등산바지"
"339185",384513,"헨리코튼 모던 라인 포인트 셔츠_AHSAM18131IVX - 아이보리 / 115","남성의류","남성의류상의","남성남방셔츠"
"339230",424405,"아디다스 슬리퍼 볼루믹스 (CP9448) - 235","스포츠패션","남성스포츠화","남성스포츠샌들/슬리퍼"
"339240",367803,"아동 캡모자/M_K4CPY605X - LP(핑크) / 52","패션잡화","모자","아동모"
"339245",405051,"디럽트 러너 (CQ2624) - 선택01.CQ2624 / 230","스포츠패션","여성스포츠화","여성런닝/트레이닝화"
"339300",329116,"2018 에르뎀 컬렉션 립스틱 - 문 오키드","화장품/뷰티케어","메이크업","블러셔/쉐이딩/하이라이터"
"339339",325761,"ADIDAS Forta Swim C AC8253,AC8297,AC8301 아디다스 키즈 3종 샌들 - AC8253 / 210","스포츠패션","유아동스포츠화","유아동스포츠샌들/슬리퍼"
"339374",438835,"[앤드지] ANDZ 면혼방 하프팬츠 BLU2PH1001MT - BLU2PH1001MT / 94","남성의류","남성의류하의","남성캐주얼바지"
"339376",436167,"여아레이스후레아원피스(M1821O636_16) - 100","유아동의류","유아의류전신","영유아원피스"
"339408",221477,"공용 HAVANA 그래픽 콜라보 반팔티셔츠MSY2TS3003 - BKP / 110","남성의류","남성의류상의","남성티셔츠"
"339422",372793,"미니 가디건 (974900) - 블랙 / ML10(66)","여성의류","여성의류상의","여성가디건"
"339497",229233,"뉴스쿠스쿠_트레이_라이트브라운(안전벨트+쿠션+트레이매트) - 뉴스쿠스쿠 플러스_트레이_라이트브라운","가구","유아동가구","유아동의자"
"339549",232571,"샌들 MS4391 Malou_Eyelet strap 아이보리/핑크/블랙 - 아이보리 / 38","패션잡화","여성화","여성샌들"
"339550",231252,"남녀공용7부트레이닝바지(NPET52) - 그레이 / 28","남성의류","남성의류하의","남성캐주얼바지"
"339564",282448,"여성 씬 스트라이프 셔츠(TFMS1HCE09A0 B37 ) - 블루 / 06(66)","여성의류","여성의류상의","여성남방셔츠"
"339565",282071,"[기프팅] (카페브리즈)아메리카노ICED","상품권","모바일상품권","식음료모바일상품권"
"339608",640155,"스핀360 클래식 아이소픽스 신생아 카시트 ISOFIX 투톤블랙","출산/육아용품","유아안전용품","유아용카시트/매트"
"339625",316572,"여성UV차단 레깅스 언더레이어/골프/등산/산책 - 그레이 / FREE","구기/필드스포츠","골프","골프패션잡화"
"339658",642531,"여성 순면 3매입 맥시 삼각팬티 T1YK44804M_99 - 믹스 / 90","속옷/양말/홈웨어","여성속옷","여성팬티"
"339734",364472,"Prin chu, ops(C803HSOP28)/린넨원피스/카라넥/a라인/롱(L1-3-2) - purple / FREE","여성의류","여성의류전신","여성원피스"
"339735",353840,"CHASE (체이스) 키즈 래쉬가드 티셔츠 / 수영복 (JMM16291) - (W2)흰색 / 120","시즌스포츠","수영/물놀이","아동수영복"
"339746",500752,"라운드 5부니트 (J11PNT074) - 올리브그린 / FF","여성의류","여성의류상의","여성스웨터/풀오버"
"339751",616030,"헤지스남성 HZSH7D401U2 체크 긴팔캐주얼셔츠 - 105","남성의류","남성의류상의","남성남방셔츠"
"339758",519529,"유기농본 골드 유기농 순면커버 한국제조 슬림 날개형 생리대 중형 16P X 3팩 (48P)","퍼스널케어","여성위생용품","생리대"
"339772",119449,"스플래쉬 믹스 컬러 메쉬캡72CPN6831 - [1052469608]검정/f2","패션잡화","모자","아동모"
"339778",9617,"로얄캐닌 인도어(INDOOR) 4kg+습식파우치 1개 랜덤 증정","원예/애완","고양이용품","고양이사료"
"339798",107712,"howdy, pants(C805HSSO4)/숏팬츠/린넨/밴딩/a라인(L1-5-3) - navy / FREE","여성의류","여성의류하의","여성바지"
"339818",278122,"버팔로 쿨쉐도우 피크닉 그늘막텐트 4~5인용 - 라이트그레이","아웃도어/레저","캠핑","텐트"
"339860",208564,"남성 시어서커 헨리넥 반팔셔츠(10170-020-423-52) - 블루ST(211) / XL(105)","남성의류","남성의류상의","남성티셔츠"
"339922",710292,"브리즈 베이직 팔토시DXML65731 - 멜란지그레이(MG) / L","아웃도어/레저","등산","기타등산용품"
"339932",589839,"여아베이직 이중지 프릴 치렝스(P1815P559_11) - 100","유아동의류","유아의류하의","영유아바지"
"339941",603968,"[특별]바디 미스트 100ml 세트(오 비타미네or오 에너지or오 릴렉스or오 쀼르) - 오 릴렉스","퍼스널케어","바디케어","바디케어세트"
"339952",131120,"CZ7888 매직 로고 탱크 아디다스 민소매 의류 - XS (85)","스포츠패션","여성일반스포츠의류","여성스포츠티셔츠/탑"
"339973",96239,"로빈슨 여성 중지갑 46408-018","패션잡화","남성지갑","남성카드/명함지갑"
"340054",493889,"BR5963 에센셜 삼선 쇼트 반바지 아디다스 - M (95)","스포츠패션","여성일반스포츠의류","여성일반스포츠바지"
"340147",800341,"예쁜 아기 두상베개 니노필로우 전용 순면커버 - 전용순면커버 / 02.S","침구/수예","유아동침구","유아동베개/베개커버"
"340167",760499,"순한대나무 아기헤아림 겉싸개","출산/육아용품","수유/이유용품","출산/신생아용품세트"
"340352",320046,"남성반지갑 SG3AH03GA - 그레이","패션잡화","남성지갑","남성일반지갑"
"340376",386988,"8832971415에어리쿨히어로반팔상하 - 다크그레이 / 150","유아동의류","남아의류세트","남아의류세트"
"340416",336259,"베이비 액션 토끼 (2종) - 블루 앞치마","완구","여아완구","봉제인형"
"340548",655814,"[피턴진] JMM9975 기획기본그레이남자스판청바지-빅사이즈까지 D - 그레이 / 4XL","남성의류","남성의류하의","남성청바지"
"340630",387262,"주니어속옷 2단계 브라팬티세트 - 2단계/키티브라_화이트75A / 팬티FREE","속옷/양말/홈웨어","여성속옷","여성런닝셔츠/캐미솔"
"340669",436779,"여아베이직롱언발원피스(C1825O577_13) - 130","유아동의류","유아의류전신","영유아원피스"
"340715",294504,"여성 슬릿포인트 부츠컷슬렉스(30123-150-007-69) - 블랙(100) / 26","남성의류","남성의류하의","남성캐주얼바지"
"340725",499999,"아기블랭킷 2종세트(라이트+면리플) /정상가60,000원 - 버드클라우드 / 팜트리","출산/육아용품","유아안전용품","유모차"
"340736",219969,"폭포수 에어쿨러 냉풍기 SIF-D700SJ 7L 대용량","계절가전","냉방가전","기타에어컨"
"340795",282501,"꽃프린트 기계주름 롱 원피스+벨트끈 (GI6N0OP66) - (39)블랙 / FF","여성의류","여성의류전신","여성원피스"
"340798",280750,"심플프린팅 티셔츠(T182PSM004) - BK(블랙) / 66(M)","여성의류","여성의류상의","여성티셔츠/탑"
"340861",10074,"PK7761 아동 장화 레인부츠 아동화 신발 어린이 남아 여아 유아 우산 우비 키즈 주니어 - 라임 / (170)","패션잡화","유아동화","유아동레인부츠/슈즈"
"340910",438642,"범프잇 클로그 키즈 3종 디자인선택 - 캔디핑크_202282-6MI / 190","패션잡화","유아동화","유아동샌들"
"340920",392339,"로얄캐닌 엑시전트 3종 50G 3팩 / 무료배송","원예/애완","고양이용품","고양이사료"
"340951",36292,"[9/3예약](9월)라이프 플랑크톤™ 온천수 에센스 점보 200ml 세트","화장품/뷰티케어","스킨케어","스킨케어세트"
"340978",289545,"데일리7부레깅스 택1 유아동/여아레깅스/여름레깅스/초등학생 - 01_데일리_R블루 / 120","유아동의류","여아의류하의","여아레깅스"
"340985",278515,"드라이 트레인 티 AH6504-051 - 095","스포츠패션","남성일반스포츠의류","남성스포츠티셔츠"
"341057",214341,"남성 매드슨 윙팁 정장화 (CG7276, CG7277) - CG7276(브라운) / 275(9.5W)","패션잡화","남성화","남성정장화"
"341086",312766,"SBL ZENTO 백팩 I HEATHER GREY (AO948001) [BR]","패션잡화","여성가방","여성백팩"
"341111",193395,"후드롱코트(N174MSG432) - 55 / 멜란지그레이","여성의류","여성의류아우터","여성코트"
"341128",122338,"베르디 쇼퍼백(BK)","패션잡화","여성가방","여성숄더백"
"341139",102963,"솔리드 브라팬티(MB)[CDABRM31MB/CDABPM31MB] - CDABRM31MB/set / 80B/90","속옷/양말/홈웨어","여성속옷","여성속옷세트"
